Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
80b43017-b138-5cbd-c55c-6301c2c71a85,1971-08-26,,999-71-8137,S99927996,X89023174X,Mrs.,Filomena215,Dach178,,Schmitt836,M,black,nonhispanic,F,Lanesborough  Massachusetts  US,704 Lesch Harbor Suite 85,Winchester,Massachusetts,Middlesex County,25017,01890,42.406796645092975,-71.16635423861838,609509.31,184867.45,42125
b2d83b2f-7a32-637d-cb8e-fa5637f42b0b,2022-05-10,,999-53-9078,,,,Lester513,Mosciski958,,,,white,nonhispanic,F,Newton  Massachusetts  US,1054 Corkery Arcade,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.98702070443589,-70.94279237649549,4978.42,0.00,148606
5748016e-e87e-3a94-0f42-af488df816f0,1969-02-14,,999-51-3935,S99981136,X56480005X,Ms.,Lacie818,Russel238,,,S,white,nonhispanic,F,Beverly  Massachusetts  US,985 Hackett Trail Unit 11,Ashfield,Massachusetts,Franklin County,,00000,42.55870278371688,-72.84224571325706,752875.32,242849.64,44420
2ee4dedb-cb6c-1aca-1714-e8c3262a2975,1972-07-07,,999-73-1162,S99980215,X475979X,Mrs.,Sondra191,Champlin946,,Pagac496,M,black,nonhispanic,F,Southborough  Massachusetts  US,878 DuBuque Spur Unit 20,Taunton,Massachusetts,Bristol County,25005,02718,41.90327242529803,-71.03993029613409,193770.88,638390.49,186439
8eb6073e-a015-bec0-a23b-575a7af7bc30,2016-04-07,,999-51-3008,,,,Gabriel934,Frami345,,,,white,hispanic,M,Boston  Massachusetts  US,396 McCullough Rapid Apt 15,Salem,Massachusetts,Essex County,25009,01970,42.56533134794949,-70.84926868461602,14229.81,2807.55,64927
4862d234-14ee-090e-5fd5-9bb8dbeae837,1982-01-31,,999-93-3856,S99932699,X4168181X,Mr.,Gustavo235,Villegas15,,,M,black,hispanic,M,Bogota  Bogota  CO,267 Muller Lock,Revere,Massachusetts,Suffolk County,25025,02151,42.44586625103816,-70.9424236636457,40730.89,11524.65,34952
e0d889cb-9f6a-f504-a506-af61c8f3ebcd,1949-08-26,,999-41-5858,S99993611,X75029959X,Ms.,Winter723,Ondricka197,,,S,white,nonhispanic,F,Lynn  Massachusetts  US,299 Crist Fort Suite 49,Auburn,Massachusetts,Worcester County,,00000,42.21641175737243,-71.86175692085747,832220.93,485527.14,85757
5f97730b-bc48-d0de-0ad1-8feef3f17af2,1960-03-08,,999-51-4386,S99919552,X53136938X,Ms.,Shanon591,Hansen121,,,S,white,nonhispanic,F,Medford  Massachusetts  US,683 Jakubowski Approach Suite 56,Framingham,Massachusetts,Middlesex County,25017,01702,42.30717690796329,-71.48604004288235,1254725.11,702652.26,49319
d9ac5e08-c62f-0b0b-0908-13d338913deb,1957-04-23,,999-40-7618,S99982089,X75579865X,Mr.,Allan198,McClure239,,,M,white,nonhispanic,M,Nantucket  Massachusetts  US,256 Rice Parade,Barnstable,Massachusetts,Barnstable County,25001,02668,41.59232830909213,-70.32786240633325,35566.90,398826.35,15787
4ef847c6-4641-4fe8-2009-4e46f6e8c9bd,1925-01-04,,999-13-1590,S99986069,X86846996X,Mrs.,Sherri495,Ryan260,,Romaguera67,D,white,nonhispanic,F,Topsfield  Massachusetts  US,1062 Rath Avenue,Quincy,Massachusetts,Norfolk County,25021,02169,42.21545268590173,-71.11094936505263,24362.59,1559841.64,22817
e81908ef-51ef-0160-d73a-7593aea57cac,1991-11-16,,999-45-9274,S99981881,X16194147X,Mrs.,Christopher407,Bogan287,,Haley279,M,black,nonhispanic,F,Spencer  Massachusetts  US,905 Sauer Estate,Southborough,Massachusetts,Worcester County,,00000,42.34055952062697,-71.55800117111932,133940.43,442811.28,896917
fbcc4cb9-8d51-9904-09b0-5550ad81c55b,1967-10-12,,999-79-2312,S99917112,X3132838X,Mrs.,Fay398,Fay398,,Glover433,D,white,nonhispanic,F,Bedford  Massachusetts  US,971 Ziemann Way Unit 95,Stoughton,Massachusetts,Norfolk County,,00000,42.13950521668953,-71.09381806236456,368940.46,1051987.81,144998
9c44db97-0db5-5de2-4b16-229788e7fa47,1956-08-18,,999-75-8737,S99953389,X61995919X,Mr.,Sammy219,Feil794,,,M,white,nonhispanic,M,North Andover  Massachusetts  US,756 Leffler Gardens Unit 37,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.418900948451345,-73.26361693540026,16129.83,163184.61,12979
323d0780-7395-6891-fd21-6262a483a8af,1997-01-31,,999-65-9309,S99983734,X51953879X,Mr.,Colin861,Sauer652,,,,white,hispanic,M,Norwood  Massachusetts  US,655 White Ville,Boston,Massachusetts,Suffolk County,25025,02122,42.34095620084315,-71.19467135844458,74710.98,35437.05,46786
58044608-1dc2-9b57-62b4-bb569cbd6aa2,1989-11-14,2003-02-11,999-81-1557,,,,Juan88,Corona300,,,,white,hispanic,M,Havana  Havana  CU,224 Mayert Passage,Lawrence,Massachusetts,Essex County,25009,01840,42.69964731694351,-71.12635766846022,76453.50,28125.51,99663
30e7a781-368a-c21c-c7b8-e7d933ffd589,2010-09-02,,999-40-2722,,,,Cyril535,Klein929,,,,white,nonhispanic,M,Medford  Massachusetts  US,934 DuBuque Throughway,Amherst,Massachusetts,Hampshire County,,00000,42.33765661463993,-72.53754648597209,36819.34,168544.95,53476
06226f97-9e42-6873-2847-0bd19f83e015,1989-11-14,,999-61-9135,S99940418,X45039829X,Mr.,Benjamín452,Nieves278,,,M,white,hispanic,M,San Salvador  El Salvador  SV,356 McCullough Street,Lawrence,Massachusetts,Essex County,25009,01843,42.72614506042638,-71.1595018814761,54203.84,0.00,99663
3907c6e0-c410-f7ab-cd91-423292dba137,1957-05-08,,999-98-9360,S99927372,X89515360X,Mr.,Nicolas769,Walter473,,,D,white,nonhispanic,M,Easthampton  Massachusetts  US,671 Turner Trailer,Westwood,Massachusetts,Norfolk County,,00000,42.269426173128146,-71.24766182213592,357861.80,990692.87,123312
357467a1-6c09-fb8c-da13-8bc20d803e27,1955-03-30,,999-69-8021,S99999485,X85346477X,Mr.,Jeffry142,Towne435,,,M,black,nonhispanic,M,Framingham  Massachusetts  US,252 Murazik Port Suite 53,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.92723894091642,-70.99622273302347,104595.41,197359.57,49071
08ab933f-d5e1-33ac-b1c2-96590139021d,1980-07-24,,999-73-2729,S99986196,X67881830X,Mr.,Harley673,Bergstrom287,,,D,white,nonhispanic,M,Peabody  Massachusetts  US,318 Langosh Arcade Suite 77,Cambridge,Massachusetts,Middlesex County,25017,02141,42.376338489760975,-71.1308500445512,314313.12,96842.03,61639
a82396b6-2775-0ec8-ec2c-4e6ff92aa0c9,1954-05-19,,999-39-3442,S99910087,X75113788X,Mr.,Elden718,O'Kon634,,,M,white,nonhispanic,M,Danvers  Massachusetts  US,958 Glover Dam Unit 55,Longmeadow,Massachusetts,Hampden County,25013,01106,42.05138218110369,-72.616288538977,10833.67,96717.56,17168
6be81c91-7995-c715-f1d4-48862119eecd,2011-07-27,,999-79-8191,,,,Abbey813,Gleichner915,,,,white,nonhispanic,F,Watertown  Massachusetts  US,487 Bode Mill,Leominster,Massachusetts,Worcester County,25027,01453,42.5580655054478,-71.79895199319256,33947.21,0.00,112419
17554ad8-442c-514f-882a-ea830a9e0678,1947-01-17,,999-61-4713,S99929040,X51826479X,Mrs.,Patsy569,Gutkowski940,,Schultz619,M,black,nonhispanic,F,Westwood  Massachusetts  US,818 Gleichner Extension,Westfield,Massachusetts,Hampden County,25013,01085,42.188711824594165,-72.76443883610345,380612.81,1066519.73,131663
c694ae77-92d3-1c11-c9ed-4f0c7addc239,1981-11-16,,999-86-1369,S99915040,X15820584X,Mrs.,Janette321,Weber641,,Quitzon246,M,white,nonhispanic,F,Grafton  Massachusetts  US,824 Farrell Station,North Andover,Massachusetts,Essex County,,00000,42.69006271857888,-71.11383556330013,165971.64,1501729.09,598211
87e6d0ff-cb9f-d048-7993-af710a4fbe94,2020-08-23,,999-57-9183,,,,Penney623,Prohaska837,,,,white,nonhispanic,F,Natick  Massachusetts  US,530 Hackett Boulevard Unit 21,North Andover,Massachusetts,Essex County,,00000,42.677670772467245,-71.09549827466502,4874.53,4967.33,121123
7c332137-0769-675a-0596-e55ee83a8788,1985-04-08,,999-34-9156,S99966764,X47205922X,Mr.,Rickey821,O'Reilly797,,,M,white,nonhispanic,M,Northbridge  Massachusetts  US,125 Moen View,Marshfield,Massachusetts,Plymouth County,25023,02050,42.09592127854958,-70.7106980583948,125118.50,55933.06,27518
f233b409-8082-8140-c332-25e45b81d460,2008-06-11,,999-15-4258,,,,Bart73,Buckridge80,,,,white,nonhispanic,M,Fall River  Massachusetts  US,398 Watsica Center,East Sandwich,Massachusetts,Barnstable County,25001,02537,41.70929442261636,-70.4438163259153,3950.00,464567.12,12655
9670ff78-3bcb-4509-ac89-a8ac4b123aa5,1975-06-13,,999-57-9619,S99951180,X24031031X,Mr.,Zackary401,Mohr916,,,S,white,nonhispanic,M,Waltham  Massachusetts  US,515 Maggio Road,West Springfield,Massachusetts,Hampden County,25013,01089,42.08552010690004,-72.69085781310694,37547.26,5201.12,32767
12a57483-c69a-bb44-da99-d6c13004d8e0,2007-03-13,,999-47-5956,S99921604,,,Lindsey52,Schaden604,,,,white,nonhispanic,M,Boston  Massachusetts  US,917 Abshire Loaf Apt 32,Medford,Massachusetts,Middlesex County,25017,02145,42.38378224781903,-71.09982225594553,30728.40,0.00,73524
004bfbbd-5cd2-6ef2-8b01-0b502a7292dd,1969-01-04,,999-34-3275,S99975356,X62243681X,Mr.,Renaldo199,Gutkowski940,,,M,black,nonhispanic,M,Belchertown  Massachusetts  US,317 Wiza Junction,Springfield,Massachusetts,Hampden County,25013,01107,42.0827257913321,-72.58819046214444,119664.92,77138.69,121114
d4749ef2-20d7-fad0-089b-bc45a6c7263f,1984-02-26,,999-95-2262,S99978023,X41430105X,Mr.,Daren950,Hansen121,,,M,white,nonhispanic,M,Northborough  Massachusetts  US,536 Johns Divide Apt 39,Everett,Massachusetts,Middlesex County,25017,02148,42.39079649674389,-71.02604478246936,8146.41,61400.65,4847
67d687c8-004c-973f-3249-f6a10a8ffff4,1980-12-09,,999-49-2425,S99997223,X9373085X,Mr.,Wilfred787,Koepp521,,,M,asian,hispanic,M,Watertown  Massachusetts  US,419 Howell Lane,Springfield,Massachusetts,Hampden County,25013,01108,42.1533502318899,-72.54635460014819,13280.35,131909.24,14034
f9f694f0-1947-acd5-6f36-6afd1e5ad393,2006-03-27,,999-17-6543,S99942672,,,Karey608,Walsh511,,,,black,nonhispanic,F,Lincoln  Massachusetts  US,488 Muller Rue Apt 61,Lowell,Massachusetts,Middlesex County,25017,01851,42.642750386651954,-71.33228461284527,2300.00,39893.29,18969
64c60c7d-65fc-a5e1-5445-cbfcac83e446,1961-06-29,,999-85-8854,S99996345,X37900935X,Mrs.,Guillermina633,Barrios478,,Valverde277,D,white,hispanic,F,Portsmouth  Saint John Parish  DM,695 Schimmel Plaza,Sudbury,Massachusetts,Middlesex County,,00000,42.36954604591779,-71.44626053780742,158555.22,872751.72,181563
5bc32724-ab20-97bd-d33f-b8d048a0e62a,1962-09-12,,999-85-1906,S99989166,X40516209X,Mr.,Odell776,Lebsack687,,,M,asian,nonhispanic,M,Peabody  Massachusetts  US,522 Howell Meadow,Tewksbury,Massachusetts,Middlesex County,,00000,42.640918742495316,-71.17895020254194,535145.55,758615.43,82558
34f7461a-ce5e-b085-b21f-3b57d2e0e99f,2012-08-29,,999-97-2910,,,,Cedrick207,Kunde533,,,,white,nonhispanic,M,Needham  Massachusetts  US,837 Price Underpass,Walpole,Massachusetts,Norfolk County,25021,02081,42.1508586382368,-71.2294323363042,2100.00,19083.56,17317
f9c5b6fa-7406-a726-0919-bb9a070863ec,1926-11-30,1996-07-05,999-11-1926,S99996707,X68749893X,Mr.,Stephan15,O'Reilly797,,,M,white,nonhispanic,M,Wakefield  Massachusetts  US,898 Kerluke Camp,Haverhill,Massachusetts,Essex County,25009,01832,42.76406947471101,-71.0270442548286,29638.10,759113.71,15708
1ff53385-fc69-c9dc-1180-000fc83de250,1950-09-07,,999-28-1557,S99916660,X21271775X,Mr.,Hubert238,Pagac496,,,M,white,nonhispanic,M,Petersham  Massachusetts  US,475 Blanda Orchard,Fall River,Massachusetts,Bristol County,25005,02724,41.75140337455385,-71.07500684401093,139041.64,31043.07,85074
c5d2f178-adea-8059-8f20-ba86c31286f3,1968-12-11,,999-52-2102,S99913380,X30038046X,Mrs.,Prudence900,Reilly981,,Langosh790,M,asian,nonhispanic,F,Oxford  Massachusetts  US,869 Crona Tunnel Unit 97,Weymouth,Massachusetts,Norfolk County,25021,02188,42.204391250764125,-70.93005329925171,484701.36,731890.12,51603
3d0ba359-018d-8c68-dcb1-6f01abed9253,2005-03-28,,999-73-2041,S99970458,,Ms.,Nancy265,Dooley940,,,,black,nonhispanic,F,Bellingham  Massachusetts  US,1062 O'Reilly Walk,Dracut,Massachusetts,Middlesex County,,00000,42.70355730191405,-71.28031234308996,40108.37,169414.11,29530
ce5ff1c5-2833-71e6-cbea-21f9f08c0a38,2012-07-13,,999-95-3567,,,,Gayle448,Leannon79,,,,white,nonhispanic,M,Brockton  Massachusetts  US,568 Ullrich Wynd Suite 75,Norfolk,Massachusetts,Norfolk County,,00000,42.16186854857433,-71.37363750836246,20548.60,2262.98,144801
ecd14899-75ee-578b-06bf-a8ca10c19da2,1981-12-01,2010-04-01,999-84-5550,S99925086,X11000645X,Mrs.,Kristina583,D'Amore443,,Ruecker817,M,white,nonhispanic,F,Lowell  Massachusetts  US,901 Borer Avenue,Belmont,Massachusetts,Middlesex County,25017,02472,42.31947505803555,-71.13295308685956,208039.58,292961.52,49901
6b679f59-8f81-51f9-be5c-47dfe67c46cd,1926-11-30,2005-04-24,999-75-8288,S99913641,X79108442X,Mr.,Enoch803,Hartmann983,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,962 Hagenes Parade Suite 79,Haverhill,Massachusetts,Essex County,25009,01835,42.776791417036755,-71.06938479440802,17467.44,402488.31,15708
83baa72e-8f37-9c93-ac0c-0df77849d116,1981-12-01,,999-83-5220,S99912305,X52134003X,Mrs.,Veola813,Aufderhar910,,Jaskolski867,M,white,nonhispanic,F,West Tisbury  Massachusetts  US,373 Cole Way Suite 12,Belmont,Massachusetts,Middlesex County,25017,02472,42.33728019660561,-71.13120394321123,675594.14,3124.13,49901
c84a0ae0-9606-0fee-ed71-3fa9ae748f9b,2020-06-16,,999-35-4395,,,,Odis959,Littel644,,,,white,nonhispanic,M,Boston  Massachusetts  US,204 Hodkiewicz Avenue Apt 3,Hanson,Massachusetts,Plymouth County,25023,02341,42.08268848306942,-70.88864832123105,6277.37,5799.92,157713
2489ae50-5acc-560a-9f64-7e9d78bb6fe4,1970-08-14,,999-45-3645,S99926659,X14713098X,Mrs.,Karissa612,Haag279,,Gaylord332,M,white,nonhispanic,F,Newbury  Massachusetts  US,455 Baumbach Row Suite 77,Boston,Massachusetts,Suffolk County,25025,02215,42.410212855543534,-71.08648268891976,300391.96,689804.17,155747
ca8b5f21-8a1a-5a83-4ef4-32bd200c48ae,2020-11-04,,999-60-6212,,,,Carlota980,Mateo562,,,,black,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,362 Hamill Trafficway,Salem,Massachusetts,Essex County,25009,01970,42.499068203084484,-70.92095042900685,7557.26,0.00,54134
efd8231c-13c1-20ff-6da3-4bc694e00d35,1926-11-30,1978-03-06,999-98-2559,S99994835,X88976702X,Mr.,Mitchel812,Hegmann834,,,S,white,nonhispanic,M,Walpole  Massachusetts  US,941 Mills Throughway Unit 83,Haverhill,Massachusetts,Essex County,25009,01835,42.785099432182086,-71.08441527217802,6462.50,271912.17,15708
934ec125-8149-cd16-961f-990290d0311c,1950-10-30,2005-09-07,999-49-2858,S99936164,X57405493X,Mr.,Greg949,Purdy2,,,D,asian,nonhispanic,M,Stoneham  Massachusetts  US,939 Ullrich Boulevard,Lexington,Massachusetts,Middlesex County,25017,02420,42.397389594386105,-71.23392586203924,435049.60,389708.35,401
3feafa4a-0217-59c3-961c-d6b1caecbed8,1975-11-26,,999-99-3512,S99987584,X79149804X,Mr.,Rufus33,Shields502,,,M,white,nonhispanic,M,Bellingham  Massachusetts  US,322 Konopelski Stravenue Unit 61,Concord,Massachusetts,Middlesex County,,00000,42.43389771186466,-71.3894221561384,122388.33,551060.87,648759
45ae063d-e9e7-47ef-9b26-62c5829ad24e,1973-05-26,,999-16-7971,S99980270,X29179637X,Mrs.,Anneliese170,Sauer652,,Boyer713,M,white,nonhispanic,F,Taunton  Massachusetts  US,1070 Stokes Route Suite 90,Wareham,Massachusetts,Plymouth County,,00000,41.74505212414531,-70.72755199043533,752069.06,32012.24,60226
585f329d-8696-935d-6ca1-24d2e1158857,1965-03-20,1977-10-13,999-59-4908,,,,Jude172,Carroll471,,,,black,nonhispanic,M,Hull  Massachusetts  US,129 Paucek Haven,Plymouth,Massachusetts,Plymouth County,25023,02360,41.877434374816474,-70.6153265952161,3159.20,37835.01,5404
1142c4b5-f107-7016-3b67-681824adc8be,1960-10-09,,999-32-8471,S99910622,X47263572X,Ms.,Devona405,Veum823,,,S,white,nonhispanic,F,Brockton  Massachusetts  US,613 Keebler Camp,South Hadley,Massachusetts,Hampshire County,,00000,42.25998212835893,-72.55349355379379,385072.80,1348085.61,122999
a013b997-cb19-c807-f702-b154fad48942,1965-03-20,,999-63-8779,S99934859,X1494308X,Mr.,Isreal8,Schoen8,,,M,black,nonhispanic,M,Chelmsford  Massachusetts  US,448 Kuhlman Camp Suite 32,Plymouth,Massachusetts,Plymouth County,25023,02360,41.92594365403305,-70.65100593350179,25901.33,527004.91,5404
9fbbe977-a8bc-c24f-20d5-e42d6a37a6a7,1950-10-30,2014-01-14,999-64-8207,S99916371,X65558962X,Mr.,Armando772,Bogan287,,,M,asian,nonhispanic,M,Boston  Massachusetts  US,112 Eichmann Annex,Lexington,Massachusetts,Middlesex County,25017,02420,42.48853659650947,-71.2416713586475,566490.31,294932.12,401
57a189c9-0185-96cd-d590-f581833ce5eb,1991-06-26,,999-54-9980,S99930313,X72521496X,Ms.,Gregoria352,Monahan736,,,S,black,nonhispanic,F,Lexington  Massachusetts  US,804 Gerlach Path,Chelsea,Massachusetts,Suffolk County,25025,02150,42.409032206956205,-71.06690220504998,9750.15,945981.91,16570
fa995cc3-2f34-0aa3-3ef8-fe3934568473,1957-07-14,,999-28-1192,S99990702,X32962580X,Mrs.,Sharyl439,Kshlerin58,,Ryan260,W,white,nonhispanic,F,Novosibirsk  Novosibirsk Oblast  RU,590 Auer Loaf Suite 82,East Harwich,Massachusetts,Barnstable County,25001,02645,41.68647018442776,-70.03021086007026,1259079.79,793284.01,91446
485a764d-bb16-063a-30d6-56d140ff6545,2023-05-03,,999-27-2793,,,,Earlene410,Reilly981,,,,white,nonhispanic,F,Somerville  Massachusetts  US,257 Schowalter Lane Apt 24,Weymouth,Massachusetts,Norfolk County,25021,02190,42.15800461955765,-70.92695692867926,3769.05,0.00,183524
